,model,price,specs,processor,core,ram,storage,graphics,display,os
594,Dell Inspiron 3520 IN3520KTMFJS01ORS1 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹38,990",,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS
595,Lenovo IdeaPad Gaming 3 15ACH6 82K20289IN Laptop (AMD Ryzen 5 5500H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹53,990",63,5th Gen AMD Ryzen 5 5500H,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 2050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS
596,HP Omen 17-ck2011TX Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 16GB Graph),"₹3,62,999",88,13th Gen Intel Core i9 13900HX,"24 Cores (8P + 16E), 32 Threads",32 GB DDR5 RAM,1 TB SSD,16 GB NVIDIA GeForce RTX 4090 ,"17.3 inches, 2560 x 1440 pixels",Windows 11  OS
597,Acer Aspire 5 A515-58GM 15 2023 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graphics),"₹65,990",65,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 2050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS
598,Asus TUF Gaming F17 FX707ZC4-HX048WS Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹75,990",70,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",8 GB DDR5 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"17.3 inches, 1920 x 1080 pixels",Windows 11 OS
599,HP Omen 16-u0022TX Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),"₹1,69,999",78,13th Gen Intel Core i7 13700HX,"16 Cores (8P + 8E), 24 Threads",16 GB DDR5 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 4050,"16.1 inches, 2560 x 1600 pixels",Windows 11 OS
600,HP Omen 16-u0021TX Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹1,89,999",80,13th Gen Intel Core i7 13700HX,"16 Cores (8P + 8E), 24 Threads",16 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 4060,"16.1 inches, 2560 x 1600 pixels",Windows 11 OS
601,HP Omen 16-u0024TX Gaming Laptop (13th Gen Core i9/ 32GB/ 2TB SSD/ Win11 Home/ 8GB Graph),"₹2,98,999",88,13th Gen Intel Core i9 13900HX,"24 Cores (8P + 16E), 32 Threads",32 GB DDR5 RAM,2 TB SSD,8 GB NVIDIA GeForce RTX 4070,"16.1 inches, 2560 x 1600 pixels",Windows 11 OS
602,HP Pavilion Plus ‎14-ey0789AU Laptop (AMD Ryzen 7 7840H/ 16GB/ 1TB SSD/ Win 11),"₹97,999",70,7th Gen Amd Ryzen 7 7840H,"Octa Core, 16 Threads",16 GB LPDDR5x RAM,1 TB SSD,AMD Radeon 780M Graphics,"14 inches, 2880 x 1800 pixels",Windows 11 OS
603,HP Omen 17-ck2008AX Gaming Laptop (13th Gen Core i7/ 16 GB RAM/ 1TB SSD/ Win 11/ 12GB Graphics),"₹2,67,999",85,13th Gen Intel Core i7 13700HX,"16 Cores (8P + 8E), 24 Threads",16 GB DDR5 RAM,1 TB SSD,12 GB NVIDIA GeForce RTX 4080,"17.3 inches, 2560 x 1440 pixels",Windows 11 OS
604,HP Omen 17-cm2002TX Gaming Laptop (13th Gen Core i7/ 16 GB RAM/ 512 GB SSD/ Win 11/ 8 GB Graphics),"₹1,75,999",79,13th Gen Intel Core i7 13700HX,"16 Cores (8P + 8E), 24 Threads",16 GB DDR5 RAM,512 GB SSD,8 GB NVIDIA GeForce RTX 4060,"17.3 inches, 1920 x 1080 pixels",Windows 11 OS
605,Lenovo Yoga Slim 6 14IRH8 83E00015IN Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home),"₹84,990",,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5X RAM,1 TB SSD,Intel Integrated Iris Xe,"14 inches, 1920 x 1200 pixels",Windows 11 OS
606,Lenovo IdeaPad Pro 5 83AQ005SIN Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),"₹1,08,990",63,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",16 GB LPDDR5 RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 3050,"16 inches, 2560 x 1600 pixels",Windows 11  OS
607,Lenovo IdeaPad Gaming 3 82K2027CIN Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹63,990",65,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 2050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS
608,Lenovo IdeaPad Gaming 3 15IHU6 82K101R3IN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹63,990",69,11th Gen Intel Core i5 11320H,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce GTX 1650,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS
609,ASUS Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX RTX2050- 4GB) FX706HF-HX019W Gaming Laptop,"₹62,608",66,11th Gen Intel Core i5 11400H,"Hexa Core, 12 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 2050,"17.3 inches, 1920 x 1080 pixels",Windows 11 OS
610,Acer Aspire 3 A315-23 Laptop (AMD Athlon Silver 3050U/ 4GB/ 256GB SSD/ Win11 Home),"₹30,690",,3rd Gen AMD Athlon  3050U,"Dual Core, 2 Threads",4 GB DDR4 RAM,256 GB SSD,AMD Radeon,"15.6 inches, 1366 x 768 pixels",Windows 11 OS
611,Acer Aspire 5 A515-57G-58R7 Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹58,999",67,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 2050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS
612,Asus Chromebook 14 CX1400CKA-EK0266 Laptop (Celeron N4500/ 8GB/ 128GB eMMC/ Chrome OS),"₹20,990",,Intel Celeron N4500,"Dual Core, 2 Threads",8 GB LPDDR4X RAM,128 GB SSD,Intel Integrated UHD,"14 inches, 1920 x 1080 pixels",Chrome OS
613,Asus Vivobook 15 X1502ZA-EJ531WS Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹48,980",,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS
614,HP 240 14 G9 769N9PA Laptop (12th Gen Core i7/ 8 GB RAM/ 512 GB SSD/ DOS),"₹62,500",,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",8 GB  RAM,512 GB SSD,‎Intel Iris Plus Graphics,"14 inches, 1920 x 1080 pixels",DOS OS
615,Acer One 11 Z8-284 UN.013SI.033 Laptop ( Intel Celeron N4500/ 8GB/ 128GB SSD/ Win11 Home),"₹17,990",,Intel Celeron N4500,"Dual Core, 2 Threads",8 GB DDR4 RAM,128 GB SSD,Intel Integrated UHD,"11.6 inches, 1366 x 768 pixels",Windows 11 OS
616,Lenovo Yoga Slim 6 14IRH8 83E00007IN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),"₹92,990",,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",16 GB LPDDR5X RAM,512 GB SSD,Intel Integrated Iris Xe,"14 inches, 1920 x 1200 pixels",Windows 11 OS
617,Lenovo Legion Pro 5 82WM00B7IN Gaming Laptop ( AMD Ryzen 7 7745HX/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹1,62,990",84,7th Gen AMD Ryzen 7 7745HX,"Octa Core, 16 Threads",16 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 4070,"16 inches, 2560 x 1600 pixels",Windows 11 OS
618,Lenovo Legion Pro 7 2023 82WQ007TIN Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11 Home/ 12GB Graph),"₹2,97,990",85,13th Gen Intel Core i9 13900HX,"24 Cores (8P + 16E), 32 Threads",32 GB DDR5 RAM,1 TB SSD,12 GB NVIDIA Geforce RTX 4080,"16 inches, 2560 x 1600 pixels",Windows 11 OS
619,Lenovo IdeaPad 5 Pro 82SN00F0IN Gaming Laptop (AMD Ryzen 7 6800HS/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹88,990",66,6th Gen AMD Ryzen 7 6800HS ,"Octa Core, 16 Threads",16 GB LPDDR5 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"16 inches, 2560 x 1600 pixels",Windows 11  OS
620,MSI CreatorPro Z16 HX B13VKTO-214IN Laptop (13th Gen Core i9/ 64GB/ 2TB SSD/ Win11/ RTX 3000 Ada),"₹4,19,990",89,13th Gen Intel Core i7 13700HX,"16 Cores (8P + 8E), 24 Threads",64 GB DDR5 RAM,2 TB SSD,8 GB NVIDIA RTX 3000 Ada,"16 inches, 2560 x 1600 pixels",Windows 11 OS
621,Lenovo IdeaPad Flex 5 14IRU8 82Y0004TIN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),"₹87,990",65,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR4X RAM,512 GB SSD,Intel Integrated Iris Xe,"14 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS
622,MSI Bravo 15 B7ED-011IN Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹79,990",70,7th Gen AMD Ryzen 7 7735HS,"Octa Core, 16 Threads",16 GB DDR5 RAM,512 GB SSD,4 GB AMD Radeon RX6550M,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS
623,HP 14s-dr3002TU Laptop (Intel Celeron N4500/ 8GB/ 512GB SSD/ Win11 Home),"₹26,999",,Intel Celeron N4500,"Dual Core, 2 Threads",8 GB DDR4  RAM,512 GB SSD,Intel UHD Graphics,"14 inches, 1366 x 768 pixels",Windows 11 OS
624,Acer C734 NX.H8VSI.004 Chromebook Laptop (Celeron N4500/ 4GB/ 64GB eMMC/ Chrome OS),"₹14,990",,Intel Celeron Dual Core N4500,"Dual Core, 2 Threads",4 GB LPDDR4X RAM,64 GB SSD,Intel Integrated UHD,"11.6 inches, 1280 x 1024 pixels",Chrome OS
625,Acer TravelMate P2 TMP214-53 Business Laptop (11th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),"₹49,990",64,11th Gen Intel Core i7 1165G7,"Quad Core, 8 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Integrated Iris Xe,"14 inches, 1920 x 1080 pixels",Windows 11 OS
626,MSI Bravo 15 B7ED-012IN Gaming Laptop (AMD Ryzen 5 7535HS/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹59,990",65,7th Gen AMD Ryzen 5 7535HS,"Hexa Core, 12 Threads",8 GB DDR5 RAM,512 GB SSD,4 GB AMD Radeon RX6550M,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS
627,Lenovo IdeaPad Slim 1 82VG00EVIN Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),"₹32,990",,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8 GB LPDDR5 RAM,512 GB SSD,AMD Radeon Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS
628,Asus ROG Strix G15 G513RC-HN251WS Gaming Laptop (AMD Ryzen 7 6800H/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),"₹91,990",71,6th Gen AMD Ryzen 7  6800H,"Octa Core, 16 Threads",16 GB DDR5 RAM,1 TB SSD,4 GB NVIDIA GeForce RTX RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS
629,Asus Vivobook 16 2023 X1605VA-MB957WS Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11 Home),"₹95,689",73,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",16 GB DDR4 RAM,1 TB SSD,Integrated Intel Iris Xe Graphics,"16 inches, 1920 x 1200 pixels",Windows 11 OS
630,Dell Latitude 14 3420 Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Pro),"₹1,08,000",69,11th Gen Intel Core i7 1165G7,"Quad Core, 8 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS
631,Asus Vivobook S14 Flip TN3402QA-LZ751WS Laptop (AMD Ryzen 7/ 16GB/ 1TB SSD/Win11),"₹71,431",62,5th Gen AMD Ryzen 7 5800H,"Octa Core, 16 Threads",16 GB DDR4 RAM,1 TB SSD,AMD Radeon Graphics,"14 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS
632,Lenovo ThinkPad E15 2021 20T8S0ME00 Laptop (AMD Ryzen 3 4300U/ 4GB/ 256GB SSD/ Win10 Home),"₹40,500",,4th Gen AMD Ryzen 3 4300U,"Quad Core, 8 Threads",4 GB DDR4 RAM,256 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS
633,Lenovo Thinkpad T14 Laptop (AMD R7 Pro 4750U/ 16GB/ 512GB SSD/ Win 10 Pro),"₹90,000",,4th Gen AMD Ryzen 7 PRO 4750U,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,AMD Radeon Graphics,"14 inches, 1920 x 1080 pixels",Windows 10 OS
634,Lenovo IdeaPad Slim 3 82RK00VWIN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹38,390",,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,512 GB SSD,‎Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS
635,Lenovo IdeaPad 1 15AMN7 82VG00J5IN Laptop (AMD Ryzen 5 7520U / 8GB/ 512GB SSD/ Win11 Home),"₹40,990",,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",8 GB LPDDR5 RAM,512 GB SSD,AMD Radeon 610M,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS
636,Lenovo IdeaPad Gaming 3 82K2028AIN Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹51,990",62,5th Gen AMD Ryzen 5  5500H,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB  NVIDIA GeForce RTX 2050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS
637,Dell Vostro 3520 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹47,990",,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS
638,Dell Inspiron 15 3520 IN352092K4N001ORS1 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹63,950",,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Integrated Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS
639,Dell Vostro 3530 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹61,990",,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated Graphics ,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS
640,Lenovo V14 G4 Laptop (AMD Ryzen 3 7320U / 8GB/ 512GB SSD/ Win11 Home),"₹31,990",,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8 GB LPDDR5 RAM,512 GB SSD,AMD Radeon,"14 inches, 1920 x 1080 pixels",Windows 11 OS
641,MSI Creator Z16 HX B13VFTO-215IN Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11/ RTX4060),"₹2,29,990",85,13th Gen Intel Core i7 13700HX,"16 Cores (8P + 8E), 24 Threads",32 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 4060,"16 inches, 2560 x 1600 pixels",Windows 11 OS
642,MSI Creator M16 B13VE-1271IN Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11/ RTX4050),"₹1,29,990",82,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",32 GB DDR5 RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 4050,"16 inches, 1920 x 1200 pixels",Windows 11 OS
643,Lenovo V15 G3 82TTA02UIH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹49,989",62,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS
644,Dell Vostro 3525 Laptop (AMD Ryzen 5-5500U/ 8GB/ 512GB SSD/ Win11),"₹42,990",,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,AMD Radeon Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS
645,Dell Inspiron 3520 15 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹38,340",,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS
646,MSI Creator Pro M16 B13VJ-1272IN Gaming Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win 11/ 8GB Graph),"₹2,59,990",83,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",32 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX A2000 Ada,"16 inches, 1920 x 1200 pixels",Windows 11 OS
647,HP 240 G9 821J4PA Laptop (12th Gen Core i5/ 8GB/ 512 GB SSD/ Win11),"₹68,999",64,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated,"14 inches, 1366 x 768 pixels",Windows 11 OS
648,Dell Latitude 5430 Business Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win10 Pro),"₹95,000",,12th Gen Intel Core i5 1245U,"10 Cores (2P + 8E), 12 Threads",16 GB  RAM,512 GB SSD,Intel Graphics,"14 inches, 1920 x 1080 pixels",Windows 10 OS
649,Lenovo IdeaPad Slim 3i 82X70032IN Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹44,690",,13th Gen Intel Core i3 1305U,"5 Cores (1P + 4E), 6 Threads",8 GB LPDDR5 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS
650,Lenovo IdeaPad Flex 5 Gen 8 82XX0070IN Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),"₹67,990",69,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",16 GB LPDDR4X RAM,512 GB SSD,AMD Radeon AMD,"14 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS
651,Asus ROG Strix G17 G713RC-HX109WS Gaming Laptop (AMD Ryzen 7 6800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹86,990",71,6th Gen AMD Ryzen 7 6800H,"Octa Core, 16 Threads",16 GB DDR5  RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"17.3 inches, 1920 x 1080 pixels",Windows 11 OS
652,Lenovo IdeaPad 3 82H802L3IN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹35,990",,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS
653,HP ZBook Firefly 16 G9 6V2X7PA Workstation PC Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11),"₹1,23,300",75,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR5 RAM,1 TB SSD,Intel Iris Xe Graphics,"16 inches, 1920 x 1200 pixels",Windows 11 OS
654,Dell Inspiron 3530 15 Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home),"₹74,999",,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,1 TB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS
655,Lenovo Yoga 6 13ABR8 83B2007UIN Laptop (AMD Ryzen 7 7730U/ 16GB/ 1TB SSD/ Win11 Home),"₹85,990",71,7th Gen AMD Ryzen 7 7730U,"Octa Core, 16 Threads",16 GB LPDDR4X RAM,1 TB SSD,AMD Radeon Graphics,"13.3 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS
656,Lenovo IdeaPad Flex 5 82R900D4IN Laptop (AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11 Home),"₹65,990",63,5th Gen AMD Ryzen 7 5700U,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,AMD Radeon,"14 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS
657,Ultimus Neo NU14U3INT54BN Laptop (10th Gen Core i3/ 8GB/ 256GB SSD/Win11 Home),"₹21,990",,10th Gen Intel Core i3 1005G1,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated Iris,"14.1 inches, 1920 x 1080 pixels",Windows 11 OS
658,Lenovo Legion Slim 5 82Y9009KIN Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),"₹1,12,990",79,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",16 GB DDR5 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 4050,"16 inches, 1920 x 1200 pixels",Windows 11 OS
659,HP Pavilion x360 14-ek1021TU Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹88,490",70,13th Gen Intel Core i7 1355U ,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Integrated Iris Xe,"14 inches, 1920 x 1080 pixels, Touch Screen",Windows 11 OS
660,Lenovo S14 Gen 3 82TW001DIH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹47,990",,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB  RAM,512 GB SSD,Intel UHD Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS
661,HP Victus 15-fa1062TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),"₹1,03,060",71,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",16 GB DDR4 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 4050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS
662,Lenovo Yoga Pro 7 82Y700A2IN Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),"₹99,990",65,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",16 GB  LPDDR5 RAM,1 TB SSD,Integrated Intel Iris Xe Graphics,"14.5 inches, 2560 x 1600 pixels",Windows 11 OS
663,Lenovo Yoga Pro 7 82Y700A3IN Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),"₹1,29,990",67,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",16 GB  LPDDR5 RAM,1 TB SSD,Integrated Intel Iris Xe Graphics,"14.5 inches, 3072 x 1920 pixels",Windows 11 OS
664,HP 15-fc0027AU Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),"₹42,100",,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8 GB LPDDR5 RAM,512 GB SSD,AMD Radeon AMD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS
665,Lenovo Legion Slim 5 16APH8 82Y9008MIN Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),"₹1,37,590",83,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",16 GB DDR5 RAM,512 GB SSD,8 GB NVIDIA GeForce RTX 4060,"16 inches, 2560 x 1600 pixels",Windows 11 OS
666,Acer Aspire 5 A515-58M NX.KHFSI.003 Gaming Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹41,990",,13th Gen Intel Core i3 1305U,"5 Cores (1P + 4E), 6 Threads",8 GB DDR5 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS
667,Acer Swift Go 14 NX.KG3SI.005 Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),"₹54,990",60,7th Gen AMD Ryzen 5  7530U,"Hexa Core, 12 Threads",16 GB LPDDR4X RAM,512 GB SSD,AMD Radeon Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS
668,Asus VivoBook 15 X515MA-BR022WS Laptop (Celeron N4020/ 8GB/ 512GB SSD/ Win11 Home),"₹28,190",,Intel Celeron N4020,"Dual Core, 2 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD 600,"15.6 inches, 1366 x 768 pixels",Windows OS
669,Fujitsu CH‎ 4ZR1L82434 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),"₹84,990",69,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR5 RAM,1 TB SSD,Intel Iris Xe Graphics,"13.3 inches, 1920 x 1080 pixels",Windows 11 OS
670,Tecno Megabook T1 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹37,890",63,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS
671,Asus Vivobook 15X OLED M3504YA-LK752WS Laptop (AMD Ryzen 7 7730U/ 16GB/ 1TB SSD/ Win11 Home),"₹71,626",67,7th Gen AMD Ryzen 7  7730U,"Octa Core, 16 Threads",16 GB DDR4 RAM,1 TB SSD,Integrated AMD Radeon Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS
